timestamp,service,commit_sha,commit_timestamp,deploy_timestamp,lead_time_seconds,lead_time_minutes,lead_time_hours,date
2026-01-13T15:17:40Z,backend,3c1a8da86c60c84a787b3081d980481455b591ff,2026-01-13 16:13:54+01:00,2026-01-13 15:17:40+00:00,226.0,3.7666666666666666,0.06277777777777778,2026-01-13
